Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,exclusion_reasons
data_tamer,PickNikRobotics,C++ library for Fearless Timeseries Logging,https://github.com/PickNikRobotics/data_tamer,1643,284,29,14,logging;plotjuggler;real-time;timeseries-data;tracing,MIT,True,False,False,False,False,True,good first issue,10,256,2023-11-02T08:40:52Z,2,33,0,config,Organization,1643,18,284,C++;CMake;Python,3,31,37,11,17,12.46,49.42,9.14,0.36,1.04,10.14,6.46,0.0,0.0,28,PickNikRobotics/data_tamer,humble|jazzy|kilted,
depthai-core,luxonis,DepthAI C++ Library,https://github.com/luxonis/depthai-core,133101,315,167,296,,MIT,True,False,False,False,False,True,good first issue,82,12072,2020-03-06T21:59:34Z,0,0,0,other,Organization,133101,18,315,C++;CMake;Python;Shell;C;Dockerfile;JavaScript;TypeScript;Batchfile;HTML,32,988,1103,264,287,21.22,56.5,174.96,1.46,2.42,4.57,13.84,0.0,0.0,69,luxonis/depthai-core,humble|jazzy|kilted,
dynamixel-workbench,ROBOTIS-GIT,"ROS packages for Dynamixel controllers, msgs, single_manager, toolbox, tutorials",https://github.com/ROBOTIS-GIT/dynamixel-workbench,1259,122,196,18,dynamixel;dynamixels-workbench;dynamixelsdk;gui;package;robot;robotis;ros,Apache-2.0,True,False,False,False,False,False,,14,634,2016-07-21T07:43:10Z,3,57,0,config,Organization,1259,18,122,C++;CMake;C,8,150,171,10,216,43.68,227.59,5.47,0.19,1.69,1.05,1.96,0.0,0.0,116,ROBOTIS-GIT/dynamixel-workbench,humble|jazzy|kilted,
Fast-DDS,eProsima,The most complete DDS - Proven: Plenty of success cases. Looking for commercial support? Contact info@eprosima.com,https://github.com/eProsima/Fast-DDS,147547,2732,895,103,cpp;dds;distributed-systems;fastdds;middleware;omg;robotics;ros2;rtps,Apache-2.0,True,True,False,True,False,False,,146,6361,2014-02-18T14:52:05Z,2,24,0,config,Organization,147547,87,2732,C++;C;CMake;Python;CSS;Shell;Makefile;HTML;Dockerfile;Batchfile;PowerShell,39,4021,4512,64,1128,25.39,131.88,44.8,1.16,6.3,19.24,10.96,5.77,0.0,142,eProsima/Fast-DDS,humble|jazzy|kilted,
fmi_adapter,boschresearch,Integrating functional mock-up units (FMUs) in ROS nodes,https://github.com/boschresearch/fmi_adapter,819,49,14,10,fmi;keep;robotics;ros,Apache-2.0,True,True,False,False,False,True,good first issue,3,125,2018-12-20T12:05:50Z,1,0,0,docs,Organization,819,11,49,C++;Python;CMake;Modelica,1,1,3,9,5,3.05,86.74,1.36,0.03,0.15,0.53,5.05,4.74,0.0,92,boschresearch/fmi_adapter,humble|jazzy|kilted,
FogROS2,BerkeleyAutomation,An Adaptive and Extensible Platform for Cloud and Fog Robotics Using ROS 2,https://github.com/BerkeleyAutomation/FogROS2,89371,213,31,25,ros2,Apache-2.0,True,False,False,False,False,True,good first issue,9,341,2022-02-04T22:41:08Z,1,1,0,docs,Organization,89371,7,213,Python;Shell;Dockerfile,8,38,44,17,50,3.35,23.7,6.96,0.2,0.63,4.35,8.85,0.0,0.0,49,BerkeleyAutomation/FogROS2,humble,
foxglove-sdk,foxglove,Multimodal visualization and data platform,https://github.com/foxglove/foxglove-sdk,26307,194,73,23,cpp;data-visualization;mcap;python;robotics;ros;ros2;rust;visualization,MIT,True,True,False,True,False,False,,42,789,2021-11-16T19:11:13Z,1,11,0,other,Organization,26307,5,194,Rust;C++;TypeScript;Python;CMake;C;Makefile;Dockerfile;CSS;JavaScript,20,733,852,3,39,7.06,34.57,15.17,0.83,1.4,3.73,3.67,3.55,0.0,52,foxglove/foxglove-sdk,humble|jazzy|kilted,
rmw_gurumdds,ros2,Implementation of the ROS middleware interface using GurumNetworks GurumDDS.,https://github.com/ros2/rmw_gurumdds,1025,13,12,2,,Apache-2.0,True,True,False,False,False,True,good first issue,10,268,2019-06-05T05:28:05Z,72,8733,0,code,Organization,1025,3,13,C++;CMake;Shell;C,0,16,16,2,5,0.27,201.79,3.31,0.14,0.15,0.16,2.81,0.62,0.0,81,ros2/rmw_gurumdds,humble|jazzy|kilted,
libhri,ros4hri,"libhri is a library that provides a simple API to access robot perceptions of humans, by wrapping ROS4HRI topics",https://github.com/ros4hri/libhri,537,4,6,3,,Apache-2.0,True,True,False,False,False,True,good first issue,7,227,2021-10-06T17:05:34Z,6,150,0,code,Organization,537,2,4,C++;Python;CMake,1,2,2,2,0,29.39,,4.54,0.16,0.12,0.08,1.35,2.73,0.0,50,ros4hri/libhri,humble|jazzy,
husarion_ugv_ros,husarion,ROS package for Panther and Lynx mobile robots,https://github.com/husarion/husarion_ugv_ros,15019,73,27,6,gazebo;ros2;ros2-control,Apache-2.0,True,False,False,True,False,True,good first issue,14,1377,2022-09-16T10:31:53Z,2,203,0,docs,Organization,15019,3,73,C++;Python;CMake;Shell;QML,1,568,619,5,13,5.01,52.12,32.79,0.36,0.64,1.74,16.18,0.0,0.0,42,husarion/husarion_ugv_ros,humble|jazzy,
joint_state_publisher,ros,http://wiki.ros.org/joint_state_publisher,https://github.com/ros/joint_state_publisher,3440,59,93,14,,,False,False,False,False,False,True,good first issue,48,818,2009-09-04T23:10:08Z,109,50909,0,code,Organization,3440,6,59,Python,5,54,68,9,38,98.35,245.55,8.02,0.73,0.91,0.58,0.0,0.0,0.0,102,ros/joint_state_publisher,humble|jazzy|kilted,
kompass,automatika-robotics,"Kompass is an event-driven navigation stack designed with an easy-to-use Python API. It implements blazzingly fast, GPU powered, versions of the most cutting edge algorithms for all parts of the navigation stack.",https://github.com/automatika-robotics/kompass,25200,36,0,0,control;machine-learning;mobile-robots;navigation;robotics;ros;ros2,MIT,True,False,False,False,False,True,good first issue,2,332,2023-09-14T12:20:05Z,1,2,0,docs,Organization,25200,3,36,Python;CMake,0,18,18,0,0,1.34,,11.07,0.07,0.0,1.2,12.46,0.0,0.0,30,automatika-robotics/kompass,humble|jazzy|kilted,
kuka-external-control-sdk,kroshu,,https://github.com/kroshu/kuka-external-control-sdk,846,14,15,3,,Apache-2.0,True,False,False,False,False,True,good first issue,8,131,2024-01-24T08:56:54Z,79,10290,0,code,Organization,846,3,14,C++;CMake;C,1,37,42,2,7,11.83,75.03,5.04,0.35,0.58,0.54,6.98,0.0,0.0,26,kroshu/kuka-external-control-sdk,humble,
leo_desktop-ros2,LeoRover,Desktop ROS2 packages for Leo Rover.,https://github.com/LeoRover/leo_desktop-ros2,23,0,0,0,robotics;ros2;ros2-foxy;rviz;rviz2,MIT,True,False,False,False,False,True,good first issue,1,22,2020-10-06T16:07:47Z,9,411,0,code,Organization,23,1,0,CMake,0,1,2,0,0,6.52,,0.47,0.02,0.0,0.0,0.7,0.0,0.0,47,LeoRover/leo_desktop-ros2,humble|jazzy|kilted,
resource_retriever,ros,"Package used to retrieve resources of different kinds, e.g. http://, file://, the ROS specific package://, etc.",https://github.com/ros/resource_retriever,225,11,42,3,,BSD-3-Clause-Clear,False,False,False,False,False,False,,25,219,2009-09-04T23:10:08Z,9,448,0,code,Organization,225,10,11,C++;Python;CMake,1,90,102,2,14,64.91,470.2,1.67,0.27,0.32,0.08,0.0,0.0,0.0,131,ros/resource_retriever,humble|jazzy|kilted,
marine_msgs,apl-ocean-engineering,"Messages for DVLs, multibeams, and imaging sonars.",https://github.com/apl-ocean-engineering/marine_msgs,113,46,27,17,,BSD-3-Clause,True,False,False,False,False,True,good first issue,7,61,2020-12-12T12:44:54Z,5,290,0,config,Organization,113,9,46,Python;CMake,4,27,33,13,15,34.12,192.81,0.97,0.13,0.43,0.73,2.28,0.0,0.0,63,apl-ocean-engineering/marine_msgs,humble|jazzy|kilted,
micro_ros_diagnostics,micro-ROS,Diagnostics framework for micro-ROS,https://github.com/micro-ROS/micro_ros_diagnostics,203,10,8,8,,Apache-2.0,True,True,False,False,False,True,good first issue,3,104,2020-12-11T08:24:00Z,4,355,0,docs,Organization,203,3,10,C;C++;CMake;Python,1,22,27,7,13,25.72,61.51,1.65,0.05,0.13,0.16,5.37,4.67,0.0,63,micro-ROS/micro_ros_diagnostics,humble|jazzy|kilted,
motion_capture_tracking,IMRCLab,"ROS Package for different motion capture systems, including custom rigid body tracking support",https://github.com/IMRCLab/motion_capture_tracking,64,72,38,12,,MIT,True,False,False,False,False,True,good first issue,4,86,2021-02-23T16:24:04Z,3,267,0,docs,Organization,64,1,72,C++;CMake;Python,0,6,8,12,8,74.91,19.58,1.41,0.07,0.62,1.18,7.46,0.0,0.0,61,IMRCLab/motion_capture_tracking,humble|jazzy|kilted,
mqtt_client,ika-rwth-aachen,ROS 2 C++ Node for bi-directionally bridging messages between ROS and MQTT,https://github.com/ika-rwth-aachen/mqtt_client,243,274,73,14,mqtt;ros;ros2,MIT,True,False,False,False,False,True,good first issue,11,259,2022-06-02T17:08:20Z,12,2056,0,config,Organization,243,9,274,C++;CMake,1,28,30,13,39,22.52,34.44,5.29,0.27,1.49,5.59,19.32,0.0,0.0,49,ika-rwth-aachen/mqtt_client,humble|jazzy|kilted,
mrpt_ros_bridge,MRPT,"C++ library and apps for bidirectional interface MRPT <-> ROS{1,2}",https://github.com/MRPT/mrpt_ros_bridge,441,2,1,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,109,2022-05-12T17:57:38Z,27,2483,0,code,Organization,441,3,2,C++;CMake,0,4,4,0,0,0.04,,7.27,0.07,0.07,0.13,6.14,0.0,0.0,15,MRPT/mrpt_ros_bridge,humble|jazzy|kilted,
nao_interfaces,ijnek,,https://github.com/ijnek/nao_interfaces,60,3,1,0,,Apache-2.0,True,True,False,False,False,True,good first issue,2,78,2021-04-18T00:43:22Z,2,53,0,config,User,60,1,3,CMake,0,8,8,0,1,15.25,132.08,1.32,0.03,0.02,0.05,0.68,0.62,0.0,59,ijnek/nao_interfaces,humble|jazzy|kilted,
nodl,ubuntu-robotics,CLI and parsing utilities for the ROS 2 NoDL ,https://github.com/ubuntu-robotics/nodl,194,10,10,2,,Apache-2.0,True,False,False,False,False,True,good first issue,7,107,2020-01-15T16:19:30Z,2,167,0,docs,Organization,194,9,10,Python,0,39,47,2,0,23.51,,1.45,0.12,0.14,0.14,1.98,0.0,0.0,74,ubuntu-robotics/nodl,humble|jazzy|kilted,
novatel_gps_driver,swri-robotics,ROS driver for NovAtel GPS / GNSS receivers,https://github.com/swri-robotics/novatel_gps_driver,524,176,138,30,,BSD-3-Clause,True,False,False,False,False,False,,21,220,2015-05-28T20:44:02Z,1,0,0,other,Organization,524,13,176,C++;CMake;Python,0,58,62,30,35,22.44,83.13,2.14,0.29,1.34,1.71,16.7,0.0,0.0,103,swri-robotics/novatel_gps_driver,humble|jazzy|kilted,
novatel_oem7_driver,novatel,ROS Driver for NovAtel OEM7 GNSS/SPAN Receivers,https://github.com/novatel/novatel_oem7_driver,8267,120,68,4,,MIT,True,False,False,False,False,True,good first issue,4,107,2020-03-31T23:39:35Z,123,7104,0,code,Organization,8267,9,120,C++;Python;Shell;CMake,0,12,17,4,75,31.72,254.83,1.49,0.07,0.94,1.67,3.09,0.0,0.0,72,novatel/novatel_oem7_driver,humble|jazzy|kilted,
octomap_mapping,OctoMap,"ROS stack for mapping with OctoMap, contains octomap_server package",https://github.com/OctoMap/octomap_mapping,429,421,303,37,,,True,False,False,False,False,False,,17,229,2012-04-27T16:24:13Z,24,2193,0,code,Organization,429,16,421,C++;CMake;Python,5,47,65,32,37,116.4,165.75,1.5,0.14,1.98,2.75,0.49,0.0,0.0,153,OctoMap/octomap_mapping,humble|jazzy|kilted,
omni_base_simulation,pal-robotics,,https://github.com/pal-robotics/omni_base_simulation,19411,8,2,1,,Apache-2.0,True,False,False,False,False,True,good first issue,4,169,2021-09-21T11:41:39Z,19,531,0,config,Organization,19411,6,8,Python;CMake,0,0,0,1,1,,0.05,3.93,0.26,0.05,0.19,3.4,0.0,0.0,43,pal-robotics/omni_base_simulation,humble,
spatio_temporal_voxel_layer,SteveMacenski,A new voxel layer leveraging modern 3D graphics tools to modernize navigation environmental representations,https://github.com/SteveMacenski/spatio_temporal_voxel_layer,487,800,221,13,navigation;openvdb;robot;ros;tbb;voxel,LGPL-2.1,True,False,False,False,False,True,good first issue,37,249,2018-01-12T00:03:38Z,1,504,0,other,User,487,27,800,C++;CMake,6,155,166,7,175,17.15,57.15,2.54,0.41,2.26,8.16,14.54,0.0,0.0,98,SteveMacenski/spatio_temporal_voxel_layer,humble|jazzy,
orocos_kdl_vendor,ros2,,https://github.com/ros2/orocos_kdl_vendor,89,5,8,5,,Apache-2.0,True,True,False,False,False,True,good first issue,11,68,2022-01-07T02:38:00Z,1,201,0,other,Organization,89,14,5,CMake,1,32,35,4,3,23.21,4.95,1.36,0.22,0.16,0.1,0.34,0.89,0.0,50,ros2/orocos_kdl_vendor,humble|jazzy|kilted,
ros2_ouster_drivers,SteveMacenski,"ROS2 Drivers for the Ouster OS-0, OS-1, and OS-2 Lidars",https://github.com/ros-drivers/ros2_ouster_drivers,242,147,82,23,drivers;ouster;ouster-sensor;ros;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,16,88,2019-12-29T05:14:25Z,24,4572,0,code,User,242,8,147,C++;Python;CMake,1,45,54,22,71,21.64,54.6,1.17,0.24,1.09,1.96,21.6,0.0,0.0,75,ros-drivers/ros2_ouster_drivers,humble,
ouster-ros,ouster-lidar,"Official ROS drivers for Ouster sensors (OS0, OS1, OS2, OSDome)",https://github.com/ouster-lidar/ouster-ros,1080,184,221,90,lidar;ouster;pcl;point-cloud;pointcloud;ros;ros-drivers;ros-melodic;ros-noetic;ros2;ros2-foxy;ros2-humble;ros2-iron;ros2-jazzy;ros2-rolling,Other,True,False,False,True,False,True,good first issue,19,174,2018-05-08T03:45:15Z,10,611,0,code,Organization,1080,7,184,C++;CMake;Dockerfile;Shell,23,150,173,67,219,26.51,97.51,4.14,0.48,5.26,4.38,10.98,0.0,0.0,42,ouster-lidar/ouster-ros,humble|jazzy|kilted,
ouxt_common,OUXT-Polaris,common settings for OUXT Polaris ROS2 packages.,https://github.com/OUXT-Polaris/ouxt_common,97,0,0,0,,Apache-2.0,False,True,False,False,False,True,good first issue,3,138,2021-09-06T16:47:05Z,2,30,0,config,Organization,97,4,0,CMake,0,36,48,0,14,0.57,0.0,2.56,0.06,0.0,0.0,0.0,0.62,0.0,54,OUXT-Polaris/ouxt_common,humble|jazzy|kilted,
pal_sea_arm_simulation,pal-robotics,,https://github.com/pal-robotics/pal_sea_arm_simulation,34,0,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,7,37,2023-09-29T12:27:46Z,1,1,0,docs,Organization,34,6,0,Python;CMake;EmberScript,0,0,0,0,0,,,3.08,0.67,0.0,0.0,0.0,0.0,0.0,12,pal-robotics/pal_sea_arm_simulation,humble,
pal_statistics,pal-robotics,"A way of gathering, aggregating, storing and visualizing statistics from arbitrary sources in a flexible and real-time safe way in ROS/ROS2",https://github.com/pal-robotics/pal_statistics,3575,66,15,5,introspection;quantification-evaluation-methods;real-time;ros;ros-control;ros-controllers;ros2;statistics,,True,False,False,False,False,True,good first issue,9,337,2017-06-20T10:06:14Z,5,77,0,config,Organization,3575,10,66,C++;Python;CMake;Dockerfile;Shell,3,7,9,2,10,226.89,253.17,3.62,0.13,0.16,0.71,2.86,0.0,0.0,93,pal-robotics/pal_statistics,humble|jazzy|kilted,
picknik_controllers,PickNikRobotics,PickNik's ros2_controllers,https://github.com/PickNikRobotics/picknik_controllers,98,1,5,5,,Apache-2.0,True,False,False,False,False,True,good first issue,10,58,2021-11-10T10:52:59Z,5,299,0,code,Organization,98,13,1,C++;C;CMake,3,18,19,2,3,5.31,5.01,1.76,0.3,0.15,0.03,7.08,0.0,0.0,33,PickNikRobotics/picknik_controllers,humble|jazzy|kilted,
pluginlib,ros,Library for loading/unloading plugins in ROS packages during runtime,https://github.com/ros/pluginlib,647,64,105,13,,BSD-3-Clause,False,True,False,False,False,False,,41,361,2009-09-04T23:10:08Z,123,19389,0,code,Organization,647,16,64,C++;CMake;Python,0,164,200,13,78,131.18,341.66,2.23,0.33,0.65,0.4,0.0,0.16,0.0,162,ros/pluginlib,humble|jazzy|kilted,
pmb2_simulation,pal-robotics,,https://github.com/pal-robotics/pmb2_simulation,13422,8,4,3,advanced-navigation;differential-drive-robot;fleet;gazebo;humble;mobile-base;move-base;navigation;noetic;ros;ros2,Apache-2.0,True,True,False,False,False,False,,14,549,2011-09-13T12:27:58Z,6,1,95,config,Organization,13422,11,8,Python;CMake,2,0,0,1,4,,6.19,4.29,0.3,0.03,0.06,3.25,2.73,0.0,128,pal-robotics/pmb2_simulation,humble,
point_cloud_transport,ros-perception,Point Cloud Compression for ROS,https://github.com/ros-perception/point_cloud_transport,3516,102,16,5,,BSD-3-Clause,True,True,False,False,False,True,good first issue,14,205,2019-07-19T11:17:31Z,300,72166,0,config,Organization,3516,3,102,C++;Python;CMake,0,123,127,5,17,5.84,84.77,6.21,0.42,0.48,3.09,7.36,0.16,0.0,33,ros-perception/point_cloud_transport,humble|jazzy|kilted,
psdk_ros2,umdlife,This repository is a ROS 2 wrapper for the DJI PSDK libraries. ,https://github.com/umdlife/psdk_ros2,5211,120,29,32,,MPL-2.0,True,False,False,True,False,True,good first issue,12,592,2023-02-08T13:38:43Z,1,2,0,docs,Organization,5211,6,120,C++;CMake;Python,9,84,98,23,35,16.54,44.09,16.0,0.41,0.78,3.24,2.51,0.0,0.0,37,umdlife/psdk_ros2,humble,
raspimouse2,rt-net,ROS 2 node for Raspberry Pi Mouse,https://github.com/rt-net/raspimouse2,77,57,12,2,raspberry-pi-mouse;raspimouse;robot;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,7,62,2018-09-07T09:15:26Z,2,252,0,config,Organization,77,4,57,C++;CMake;Python,1,47,48,1,8,12.67,45.28,0.69,0.11,0.13,0.63,8.65,0.0,0.0,90,rt-net/raspimouse2,humble|jazzy|kilted,
rc_reason_clients_ros2,roboception,ROS2 clients for rc_reason modules of Roboception rc_visard 3D sensor,https://github.com/roboception/rc_reason_clients_ros2,221,2,0,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,5,91,2020-05-29T10:57:27Z,15,691,0,config,Organization,221,2,2,Python;CMake,0,1,1,0,5,1.88,1.46,1.32,0.09,0.0,0.03,0.75,0.0,0.0,69,roboception/rc_reason_clients_ros2,humble|jazzy|kilted,
rospy_message_converter,DFKI-NI,Converts between Python dictionaries and JSON to ROS messages.,https://github.com/DFKI-NI/rospy_message_converter,180,236,101,0,,BSD-3-Clause,True,False,False,False,False,False,,13,133,2013-01-25T18:44:32Z,13,732,0,code,Organization,180,6,236,Python;CMake,0,25,37,0,33,119.28,243.18,0.84,0.12,0.64,1.49,3.21,0.0,0.0,158,DFKI-NI/rospy_message_converter,humble|jazzy|kilted,
rmf_task,open-rmf,RMF library for managing task allocations,https://github.com/open-rmf/rmf_task,972,26,25,20,,Apache-2.0,True,False,False,False,False,True,good first issue,14,134,2019-08-21T06:25:59Z,2,203,0,docs,Organization,972,9,26,C++;CMake,2,92,100,18,9,17.66,31.0,2.23,0.25,0.42,0.43,7.38,0.0,0.0,60,open-rmf/rmf_task,humble|jazzy|kilted,
rmf_traffic,open-rmf,Traffic management libraries for RMF,https://github.com/open-rmf/rmf_traffic,2890,33,33,11,,Apache-2.0,True,True,False,False,False,True,good first issue,18,520,2019-08-21T06:25:59Z,2,203,0,docs,Organization,2890,14,33,C++;CMake;Dockerfile,2,99,111,9,8,68.77,211.87,8.67,0.37,0.55,0.55,1.0,0.89,0.0,60,open-rmf/rmf_traffic,humble|jazzy|kilted,
robot_calibration,mikeferguson,Generic calibration for robots,https://github.com/mikeferguson/robot_calibration,675,449,127,8,calibration;robot;ros;ros2,Apache-2.0,True,False,False,False,False,False,,9,313,2014-11-09T09:50:01Z,1,4,0,docs,User,675,17,449,C++;Python;CMake,1,112,121,7,71,28.35,452.87,2.3,0.07,0.93,3.3,25.18,0.0,0.0,136,mikeferguson/robot_calibration,humble|jazzy|kilted,
ros2_robotiq_gripper,PickNikRobotics,,https://github.com/PickNikRobotics/ros2_robotiq_gripper,3229,148,108,28,,BSD-3-Clause,True,False,False,False,False,True,good first issue,18,136,2022-06-22T20:08:25Z,1,1,0,docs,Organization,3229,15,148,C++;CMake;Python,13,47,62,15,25,30.73,168.29,3.02,0.42,2.4,3.29,4.21,0.0,0.0,45,PickNikRobotics/ros2_robotiq_gripper,humble|jazzy|kilted,
rosbag2_bag_v2,ros2,rosbag2 plugin for replaying ros1 version2 bag files,https://github.com/ros2/rosbag2_bag_v2,505,46,5,8,,Apache-2.0,True,True,False,False,False,True,good first issue,12,111,2018-03-29T14:54:58Z,1,1,0,docs,Organization,505,12,46,C++;CMake;EmberScript;Python,1,23,31,7,12,12.82,42.47,1.34,0.17,0.06,0.55,5.3,0.62,0.0,83,ros2/rosbag2_bag_v2,humble,
ros2_socketcan,autowarefoundation,A ROS2 wrapper around Linux SocketCAN,https://github.com/autowarefoundation/ros2_socketcan,78,176,95,15,,Apache-2.0,False,False,False,False,False,True,good first issue,13,58,2021-02-19T20:44:56Z,1,201,0,other,Organization,78,10,176,C++;Python;CMake;Shell,5,31,40,10,17,36.77,92.15,0.95,0.25,1.56,2.89,0.0,0.0,0.0,61,autowarefoundation/ros2_socketcan,humble|jazzy|kilted,
ros2launch_security,osrf,Security extensions for ros2 launch,https://github.com/osrf/ros2launch_security,55,2,3,1,,Apache-2.0,False,True,False,False,False,True,good first issue,3,24,2021-01-26T01:06:01Z,2,220,0,docs,Organization,55,3,2,Python;C++;CMake,0,7,9,1,0,25.7,,0.39,0.06,0.05,0.03,0.0,0.89,0.0,62,osrf/ros2launch_security,humble|jazzy|kilted,
ros_testing,ros2,Single point of entry for writing tests which involve Nodes in ROS 2.,https://github.com/ros2/ros_testing,43,18,6,0,,Apache-2.0,True,False,False,False,False,True,good first issue,14,37,2019-04-25T17:56:26Z,3,307,0,config,Organization,43,20,18,Python;CMake,0,17,17,0,1,0.99,0.02,0.45,0.17,0.07,0.22,0.08,0.0,0.0,83,ros2/ros_testing,humble|jazzy|kilted,
tracetools_analysis,ros-tracing,Utilities for analyzing trace data from ROS 2 systems generated by the ros2_tracing packages.,https://github.com/ros-tracing/tracetools_analysis,2847,28,16,1,ros;ros2;ros2-tracing;trace-analysis;tracetools-analysis;tracing,Apache-2.0,True,False,False,False,False,True,good first issue,4,534,2019-06-06T07:15:17Z,1,0,0,docs,Organization,2847,4,28,Python;Jupyter Notebook;Makefile,0,30,30,1,8,15.22,15.22,7.22,0.07,0.22,0.38,3.84,0.0,0.0,74,ros-tracing/tracetools_analysis,humble|jazzy|kilted,
ros2_babel_fish,LOEWE-emergenCITY,"ROS 2 message introspection library to allow ROS 2 communication with at compile time unknown message, action and service types.",https://github.com/LOEWE-emergenCITY/ros_babel_fish,307,55,13,4,introspection;ros2;ros2-message-introspection;ros2-type-introspection,MIT,True,False,False,False,False,True,good first issue,2,68,2021-07-23T07:59:40Z,62,9193,0,code,Organization,307,3,55,C++;CMake,1,3,3,3,8,8.23,318.6,1.24,0.05,0.24,1.0,5.72,0.0,0.0,55,LOEWE-emergenCITY/ros_babel_fish,humble|jazzy|kilted,
rosidl_defaults,ros2,Default rosidl runtime and generators.,https://github.com/ros2/rosidl_defaults,682,2,13,2,,Apache-2.0,False,True,False,False,False,True,good first issue,30,538,2014-07-11T19:18:10Z,1,202,0,other,Organization,682,21,2,CMake,0,27,29,2,2,9.7,122.53,5.78,0.35,0.14,0.02,0.0,0.89,0.0,93,ros2/rosidl_defaults,humble|jazzy|kilted,
rosidl_typesupport,ros2,Packages which provide the typesupport for ROS messages and services,https://github.com/ros2/rosidl_typesupport,964,18,41,9,,Apache-2.0,True,True,False,False,False,True,good first issue,43,654,2014-07-11T19:18:10Z,1,202,0,other,Organization,964,26,18,C++;EmberScript;CMake;Python;C,3,129,146,6,14,34.27,240.12,5.84,0.41,0.37,0.16,0.21,0.89,0.0,112,ros2/rosidl_typesupport,humble|jazzy|kilted,
rqt_bag,ros-visualization,,https://github.com/ros-visualization/rqt_bag,845,32,58,26,,,False,False,False,False,False,False,,44,431,2011-10-01T10:16:18Z,0,0,0,other,Organization,845,14,32,Python,3,122,138,23,42,81.22,519.9,4.03,0.49,0.54,0.3,0.0,0.0,0.0,107,ros-visualization/rqt_bag,humble|jazzy|kilted,
rqt_image_overlay,ros-sports,,https://github.com/ros-sports/rqt_image_overlay,197,13,6,5,,Apache-2.0,True,True,False,False,False,True,good first issue,5,198,2021-10-28T01:41:33Z,6,312,0,config,Organization,197,1,13,C++;CMake;Python,1,44,51,4,21,4.64,37.53,3.74,0.11,0.11,0.25,0.65,0.62,0.0,53,ros-sports/rqt_image_overlay,humble|jazzy|kilted,
rt_manipulators_cpp,rt-net,CRANE-X7とSciurus17を動かすC++ライブラリとサンプル集,https://github.com/rt-net/rt_manipulators_cpp,157,17,7,3,cpp;crane-x7;dynamixelsdk;robot;sciurus17,Apache-2.0,True,True,False,False,False,True,good first issue,2,35,2021-10-11T09:44:13Z,1,35,0,config,Organization,157,1,17,C++;CMake;Shell,1,33,33,2,1,14.51,0.04,0.66,0.08,0.13,0.32,4.91,1.8,0.0,53,rt-net/rt_manipulators_cpp,humble|jazzy|kilted,
realtime_support,ros2,Minimal real-time testing utility for measuring jitter and latency.,https://github.com/ros2/realtime_support,270,74,34,7,,,False,False,False,False,False,True,good first issue,33,235,2015-06-26T21:08:50Z,2,218,0,docs,Organization,270,31,74,C++;C;CMake;Python,2,104,114,5,15,4.93,127.7,1.82,0.28,0.26,0.57,0.0,0.0,0.0,129,ros2/realtime_support,humble|jazzy|kilted,
rviz_2d_overlay_plugins,teamspatzenhirn,RViz2 plugin for displaying overlays over the 3D scene,https://github.com/teamspatzenhirn/rviz_2d_overlay_plugins,341,73,20,1,hacktoberfest;ros;ros2;rviz;visualization,BSD-3-Clause,True,False,False,False,False,True,good first issue,6,75,2022-08-14T18:51:26Z,1,1,0,docs,Organization,341,6,73,C++;CMake;Python,1,14,14,0,9,5.96,24.25,1.74,0.14,0.47,1.7,0.83,0.0,0.0,43,teamspatzenhirn/rviz_2d_overlay_plugins,humble|jazzy|kilted,
SMACC2,robosoft-ai,"An Event-Driven, Asynchronous, Behavioral State Machine Library for ROS2 (Robotic Operating System) applications written in C++ ",https://github.com/robosoft-ai/SMACC2,45647,342,48,11,amr;autonomy;cplusplus;cpp;mobile-robots;mobilerobots;moveit2;nav2;ros2;ros2-foxy;ros2-humble;ros2-jazzy;state-machine,Apache-2.0,True,True,False,False,False,True,good first issue,8,477,2020-09-30T18:19:38Z,2,30,0,docs,Organization,45647,11,342,C++;Python;CMake;Shell;Dockerfile,3,533,608,8,87,5.58,69.14,7.23,0.15,0.73,5.18,11.0,3.68,0.0,66,robosoft-ai/SMACC2,humble|jazzy|kilted,
